#BeginHeader,71
#FormatType,NR-500\NORMAL
#FormatVersion,R5.00.00
Title,
Unit Number,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
Unit,NR-500,(1)EN,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined

Acquisition Mode,Normal Mode
Time of Starting Acq.,12/20/2023 19:30:31,909000
Sampling Rate,1ms
Data amount,5000
Output option,Standard

Unit Common
Unit Group,NR-EN16 Common
Unit Sampling Rate,1ms
Function Setting,***
AD Integration Time,***
Anti-aliasing filter,***
Burnout detection,***
Digital filter,***
Additional Setting,***
Digital filter,***
Stop Prediction,***

Discrete EN unit
Unit,(1)EN
Error value,Lower Limit
Communication/Connected device error,***
Value empty,***
Over up lm,***
Under lw lm,***
Power out,24V/0.6A

Trigger Setting
Manual Trigger,OFF
External trigger input,ON
Edge Trigger,OFF
Edge Trigger target unit,None
Pre/Post Trigger,Not Used
No. of Points,0

Channel Setting,
Channel Number,,(1)EN-CH01
Waveform Name,,"LK-G5000 series"
Input,,LK-G5000 series
Unit,,""
Function,,
Hold,,***
Edge Trigger,,Not Used
Trig level,,
Hysteresis,,
Smoothing,,OFF
No. of Points,,
Scaling,,OFF
Acquired value 1,,
Acquired value 2,,
Displayed value 1,,
Displayed value 2,,
Coupling,,
SensorType,,
Low-pass filter,,
High-pass filter,,
Sensitive,,
Basic unit,,
Polarity,,
Threshold,,
Hysteresis,,
Divider,,

#EndHeader,Date/Time (µs),(1)EN-CH01
12/20/2023 19:30:33,809000,-1000.000
12/20/2023 19:30:33,810000,-1000.000
12/20/2023 19:30:33,811000,-1000.000
12/20/2023 19:30:33,812000,-1000.000
12/20/2023 19:30:33,813000,-1000.000
12/20/2023 19:30:33,814000,-1000.000
12/20/2023 19:30:33,815000,-1000.000
12/20/2023 19:30:33,816000,-1000.000
12/20/2023 19:30:33,817000,-1000.000
12/20/2023 19:30:33,818000,-1000.000
12/20/2023 19:30:33,819000,-1000.000
12/20/2023 19:30:33,820000,-1000.000
12/20/2023 19:30:33,821000,-1000.000
12/20/2023 19:30:33,822000,-1000.000
12/20/2023 19:30:33,823000,-1000.000
12/20/2023 19:30:33,824000,-1000.000
12/20/2023 19:30:33,825000,-1000.000
12/20/2023 19:30:33,826000,-1000.000
12/20/2023 19:30:33,827000,-1000.000
12/20/2023 19:30:33,828000,-1000.000
12/20/2023 19:30:33,829000,-1000.000
12/20/2023 19:30:33,830000,-1000.000
12/20/2023 19:30:33,831000,-1000.000
12/20/2023 19:30:33,832000,-1000.000
12/20/2023 19:30:33,833000,-1000.000
12/20/2023 19:30:33,834000,-1000.000
12/20/2023 19:30:33,835000,-1000.000
12/20/2023 19:30:33,836000,-1000.000
12/20/2023 19:30:33,837000,-1000.000
12/20/2023 19:30:33,838000,-1000.000
12/20/2023 19:30:33,839000,-1000.000
12/20/2023 19:30:33,840000,-1000.000
12/20/2023 19:30:33,841000,-1000.000
12/20/2023 19:30:33,842000,-1000.000
12/20/2023 19:30:33,843000,-1000.000
12/20/2023 19:30:33,844000,-1000.000
12/20/2023 19:30:33,845000,-1000.000
12/20/2023 19:30:33,846000,-1000.000
12/20/2023 19:30:33,847000,-1000.000
12/20/2023 19:30:33,848000,-1000.000
12/20/2023 19:30:33,849000,-1000.000
12/20/2023 19:30:33,850000,-1000.000
12/20/2023 19:30:33,851000,-1000.000
12/20/2023 19:30:33,852000,-1000.000
12/20/2023 19:30:33,853000,-1000.000
12/20/2023 19:30:33,854000,-1000.000
12/20/2023 19:30:33,855000,-1000.000
12/20/2023 19:30:33,856000,-1000.000
12/20/2023 19:30:33,857000,-1000.000
12/20/2023 19:30:33,858000,-1000.000
12/20/2023 19:30:33,859000,-1000.000
12/20/2023 19:30:33,860000,-1000.000
12/20/2023 19:30:33,861000,-1000.000
12/20/2023 19:30:33,862000,-1000.000
12/20/2023 19:30:33,863000,-1000.000
12/20/2023 19:30:33,864000,-1000.000
12/20/2023 19:30:33,865000,-1000.000
12/20/2023 19:30:33,866000,-1000.000
12/20/2023 19:30:33,867000,-1000.000
12/20/2023 19:30:33,868000,-1000.000
12/20/2023 19:30:33,869000,-1000.000
12/20/2023 19:30:33,870000,-1000.000
12/20/2023 19:30:33,871000,-1000.000
12/20/2023 19:30:33,872000,-1000.000
12/20/2023 19:30:33,873000,-1000.000
12/20/2023 19:30:33,874000,-1000.000
12/20/2023 19:30:33,875000,-1000.000
12/20/2023 19:30:33,876000,-1000.000
12/20/2023 19:30:33,877000,-1000.000
12/20/2023 19:30:33,878000,-1000.000
12/20/2023 19:30:33,879000,-1000.000
12/20/2023 19:30:33,880000,-1000.000
12/20/2023 19:30:33,881000,-1000.000
12/20/2023 19:30:33,882000,-1000.000
12/20/2023 19:30:33,883000,-1000.000
12/20/2023 19:30:33,884000,-1000.000
12/20/2023 19:30:33,885000,-1000.000
12/20/2023 19:30:33,886000,-1000.000
12/20/2023 19:30:33,887000,-1000.000
12/20/2023 19:30:33,888000,-1000.000
12/20/2023 19:30:33,889000,-1000.000
12/20/2023 19:30:33,890000,-1000.000
12/20/2023 19:30:33,891000,-1000.000
12/20/2023 19:30:33,892000,-1000.000
12/20/2023 19:30:33,893000,-1000.000
12/20/2023 19:30:33,894000,-1000.000
12/20/2023 19:30:33,895000,-1000.000
12/20/2023 19:30:33,896000,-1000.000
12/20/2023 19:30:33,897000,-1000.000
12/20/2023 19:30:33,898000,-1000.000
12/20/2023 19:30:33,899000,-1000.000
12/20/2023 19:30:33,900000,-1000.000
12/20/2023 19:30:33,901000,-1000.000
12/20/2023 19:30:33,902000,-1000.000
12/20/2023 19:30:33,903000,-1000.000
12/20/2023 19:30:33,904000,-1000.000
12/20/2023 19:30:33,905000,-1000.000
12/20/2023 19:30:33,906000,-1000.000
12/20/2023 19:30:33,907000,-1000.000
12/20/2023 19:30:33,908000,-1000.000
12/20/2023 19:30:33,909000,-1000.000
12/20/2023 19:30:33,910000,-1000.000
12/20/2023 19:30:33,911000,-1000.000
12/20/2023 19:30:33,912000,-1000.000
12/20/2023 19:30:33,913000,-1000.000
12/20/2023 19:30:33,914000,-1000.000
12/20/2023 19:30:33,915000,-1000.000
12/20/2023 19:30:33,916000,-1000.000
12/20/2023 19:30:33,917000,-1000.000
12/20/2023 19:30:33,918000,-1000.000
12/20/2023 19:30:33,919000,-1000.000
12/20/2023 19:30:33,920000,-1000.000
12/20/2023 19:30:33,921000,-1000.000
12/20/2023 19:30:33,922000,-1000.000
12/20/2023 19:30:33,923000,-1000.000
12/20/2023 19:30:33,924000,-1000.000
12/20/2023 19:30:33,925000,-1000.000
12/20/2023 19:30:33,926000,-1000.000
12/20/2023 19:30:33,927000,-1000.000
12/20/2023 19:30:33,928000,-1000.000
12/20/2023 19:30:33,929000,-1000.000
12/20/2023 19:30:33,930000,-1000.000
12/20/2023 19:30:33,931000,-1000.000
12/20/2023 19:30:33,932000,-1000.000
12/20/2023 19:30:33,933000,-1000.000
12/20/2023 19:30:33,934000,-1000.000
12/20/2023 19:30:33,935000,-1000.000
12/20/2023 19:30:33,936000,-1000.000
12/20/2023 19:30:33,937000,-1000.000
12/20/2023 19:30:33,938000,-1000.000
12/20/2023 19:30:33,939000,-1000.000
12/20/2023 19:30:33,940000,-1000.000
12/20/2023 19:30:33,941000,-1000.000
12/20/2023 19:30:33,942000,-1000.000
12/20/2023 19:30:33,943000,-1000.000
12/20/2023 19:30:33,944000,-1000.000
12/20/2023 19:30:33,945000,-1000.000
12/20/2023 19:30:33,946000,-1000.000
12/20/2023 19:30:33,947000,-1000.000
12/20/2023 19:30:33,948000,-1000.000
12/20/2023 19:30:33,949000,-1000.000
12/20/2023 19:30:33,950000,-1000.000
12/20/2023 19:30:33,951000,-1000.000
12/20/2023 19:30:33,952000,-1000.000
12/20/2023 19:30:33,953000,-1000.000
12/20/2023 19:30:33,954000,-1000.000
12/20/2023 19:30:33,955000,-1000.000
12/20/2023 19:30:33,956000,-1000.000
12/20/2023 19:30:33,957000,-1000.000
12/20/2023 19:30:33,958000,-1000.000
12/20/2023 19:30:33,959000,-1000.000
12/20/2023 19:30:33,960000,-1000.000
12/20/2023 19:30:33,961000,-1000.000
12/20/2023 19:30:33,962000,-1000.000
12/20/2023 19:30:33,963000,-1000.000
12/20/2023 19:30:33,964000,-1000.000
12/20/2023 19:30:33,965000,-1000.000
12/20/2023 19:30:33,966000,-1000.000
12/20/2023 19:30:33,967000,-1000.000
12/20/2023 19:30:33,968000,-1000.000
12/20/2023 19:30:33,969000,-1000.000
12/20/2023 19:30:33,970000,-1000.000
12/20/2023 19:30:33,971000,-1000.000
12/20/2023 19:30:33,972000,-1000.000
12/20/2023 19:30:33,973000,-1000.000
12/20/2023 19:30:33,974000,-1000.000
12/20/2023 19:30:33,975000,-1000.000
12/20/2023 19:30:33,976000,-1000.000
12/20/2023 19:30:33,977000,-1000.000
12/20/2023 19:30:33,978000,-1000.000
12/20/2023 19:30:33,979000,-1000.000
12/20/2023 19:30:33,980000,-1000.000
12/20/2023 19:30:33,981000,-1000.000
12/20/2023 19:30:33,982000,-1000.000
12/20/2023 19:30:33,983000,-1000.000
12/20/2023 19:30:33,984000,-1000.000
12/20/2023 19:30:33,985000,-1000.000
12/20/2023 19:30:33,986000,-1000.000
12/20/2023 19:30:33,987000,-1000.000
12/20/2023 19:30:33,988000,-1000.000
12/20/2023 19:30:33,989000,-1000.000
12/20/2023 19:30:33,990000,-1000.000
12/20/2023 19:30:33,991000,-1000.000
12/20/2023 19:30:33,992000,-1000.000
12/20/2023 19:30:33,993000,-1000.000
12/20/2023 19:30:33,994000,-1000.000
12/20/2023 19:30:33,995000,-1000.000
12/20/2023 19:30:33,996000,-1000.000
12/20/2023 19:30:33,997000,-1000.000
12/20/2023 19:30:33,998000,-1000.000
12/20/2023 19:30:33,999000,-1000.000
12/20/2023 19:30:34,000000,-1000.000
