#BeginHeader,71
#FormatType,NR-500\NORMAL
#FormatVersion,R5.00.00
Title,
Unit Number,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
Unit,NR-500,(1)EN,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined

Acquisition Mode,Normal Mode
Time of Starting Acq.,12/21/2023 01:31:39,641000
Sampling Rate,1ms
Data amount,5000
Output option,Standard

Unit Common
Unit Group,NR-EN16 Common
Unit Sampling Rate,1ms
Function Setting,***
AD Integration Time,***
Anti-aliasing filter,***
Burnout detection,***
Digital filter,***
Additional Setting,***
Digital filter,***
Stop Prediction,***

Discrete EN unit
Unit,(1)EN
Error value,Lower Limit
Communication/Connected device error,***
Value empty,***
Over up lm,***
Under lw lm,***
Power out,24V/0.6A

Trigger Setting
Manual Trigger,OFF
External trigger input,ON
Edge Trigger,OFF
Edge Trigger target unit,None
Pre/Post Trigger,Not Used
No. of Points,0

Channel Setting,
Channel Number,,(1)EN-CH01
Waveform Name,,"LK-G5000 series"
Input,,LK-G5000 series
Unit,,""
Function,,
Hold,,***
Edge Trigger,,Not Used
Trig level,,
Hysteresis,,
Smoothing,,OFF
No. of Points,,
Scaling,,OFF
Acquired value 1,,
Acquired value 2,,
Displayed value 1,,
Displayed value 2,,
Coupling,,
SensorType,,
Low-pass filter,,
High-pass filter,,
Sensitive,,
Basic unit,,
Polarity,,
Threshold,,
Hysteresis,,
Divider,,

#EndHeader,Date/Time (µs),(1)EN-CH01
12/21/2023 01:31:41,741000,-1000.000
12/21/2023 01:31:41,742000,-1000.000
12/21/2023 01:31:41,743000,-1000.000
12/21/2023 01:31:41,744000,-1000.000
12/21/2023 01:31:41,745000,-1000.000
12/21/2023 01:31:41,746000,-1000.000
12/21/2023 01:31:41,747000,-1000.000
12/21/2023 01:31:41,748000,-1000.000
12/21/2023 01:31:41,749000,-1000.000
12/21/2023 01:31:41,750000,-1000.000
12/21/2023 01:31:41,751000,-1000.000
12/21/2023 01:31:41,752000,-1000.000
12/21/2023 01:31:41,753000,-1000.000
12/21/2023 01:31:41,754000,-1000.000
12/21/2023 01:31:41,755000,-1000.000
12/21/2023 01:31:41,756000,-1000.000
12/21/2023 01:31:41,757000,-1000.000
12/21/2023 01:31:41,758000,-1000.000
12/21/2023 01:31:41,759000,-1000.000
12/21/2023 01:31:41,760000,-1000.000
12/21/2023 01:31:41,761000,-1000.000
12/21/2023 01:31:41,762000,-1000.000
12/21/2023 01:31:41,763000,-1000.000
12/21/2023 01:31:41,764000,-1000.000
12/21/2023 01:31:41,765000,-1000.000
12/21/2023 01:31:41,766000,-1000.000
12/21/2023 01:31:41,767000,-1000.000
12/21/2023 01:31:41,768000,-1000.000
12/21/2023 01:31:41,769000,-1000.000
12/21/2023 01:31:41,770000,-1000.000
12/21/2023 01:31:41,771000,-1000.000
12/21/2023 01:31:41,772000,-1000.000
12/21/2023 01:31:41,773000,-1000.000
12/21/2023 01:31:41,774000,-1000.000
12/21/2023 01:31:41,775000,-1000.000
12/21/2023 01:31:41,776000,-1000.000
12/21/2023 01:31:41,777000,-1000.000
12/21/2023 01:31:41,778000,-1000.000
12/21/2023 01:31:41,779000,-1000.000
12/21/2023 01:31:41,780000,-1000.000
12/21/2023 01:31:41,781000,-1000.000
12/21/2023 01:31:41,782000,-1000.000
12/21/2023 01:31:41,783000,-1000.000
12/21/2023 01:31:41,784000,-1000.000
12/21/2023 01:31:41,785000,-1000.000
12/21/2023 01:31:41,786000,-1000.000
12/21/2023 01:31:41,787000,-1000.000
12/21/2023 01:31:41,788000,-1000.000
12/21/2023 01:31:41,789000,-1000.000
12/21/2023 01:31:41,790000,-1000.000
12/21/2023 01:31:41,791000,-1000.000
12/21/2023 01:31:41,792000,-1000.000
12/21/2023 01:31:41,793000,-1000.000
12/21/2023 01:31:41,794000,-1000.000
12/21/2023 01:31:41,795000,-1000.000
12/21/2023 01:31:41,796000,-1000.000
12/21/2023 01:31:41,797000,-1000.000
12/21/2023 01:31:41,798000,-1000.000
12/21/2023 01:31:41,799000,-1000.000
12/21/2023 01:31:41,800000,-1000.000
12/21/2023 01:31:41,801000,-1000.000
12/21/2023 01:31:41,802000,-1000.000
12/21/2023 01:31:41,803000,-1000.000
12/21/2023 01:31:41,804000,-1000.000
12/21/2023 01:31:41,805000,-1000.000
12/21/2023 01:31:41,806000,-1000.000
12/21/2023 01:31:41,807000,-1000.000
12/21/2023 01:31:41,808000,-1000.000
12/21/2023 01:31:41,809000,-1000.000
12/21/2023 01:31:41,810000,-1000.000
12/21/2023 01:31:41,811000,-1000.000
12/21/2023 01:31:41,812000,-1000.000
12/21/2023 01:31:41,813000,-1000.000
12/21/2023 01:31:41,814000,-1000.000
12/21/2023 01:31:41,815000,-1000.000
12/21/2023 01:31:41,816000,-1000.000
12/21/2023 01:31:41,817000,-1000.000
12/21/2023 01:31:41,818000,-1000.000
12/21/2023 01:31:41,819000,-1000.000
12/21/2023 01:31:41,820000,-1000.000
12/21/2023 01:31:41,821000,-1000.000
12/21/2023 01:31:41,822000,-1000.000
12/21/2023 01:31:41,823000,-1000.000
12/21/2023 01:31:41,824000,-1000.000
12/21/2023 01:31:41,825000,-1000.000
12/21/2023 01:31:41,826000,-1000.000
12/21/2023 01:31:41,827000,-1000.000
12/21/2023 01:31:41,828000,-1000.000
12/21/2023 01:31:41,829000,-1000.000
12/21/2023 01:31:41,830000,-1000.000
12/21/2023 01:31:41,831000,-1000.000
12/21/2023 01:31:41,832000,-1000.000
12/21/2023 01:31:41,833000,-1000.000
12/21/2023 01:31:41,834000,-1000.000
12/21/2023 01:31:41,835000,-1000.000
12/21/2023 01:31:41,836000,-1000.000
12/21/2023 01:31:41,837000,-1000.000
12/21/2023 01:31:41,838000,-1000.000
12/21/2023 01:31:41,839000,-1000.000
12/21/2023 01:31:41,840000,-1000.000
12/21/2023 01:31:41,841000,-1000.000
12/21/2023 01:31:41,842000,-1000.000
12/21/2023 01:31:41,843000,-1000.000
12/21/2023 01:31:41,844000,-1000.000
12/21/2023 01:31:41,845000,-1000.000
12/21/2023 01:31:41,846000,-1000.000
12/21/2023 01:31:41,847000,-1000.000
12/21/2023 01:31:41,848000,-1000.000
12/21/2023 01:31:41,849000,-1000.000
12/21/2023 01:31:41,850000,-1000.000
12/21/2023 01:31:41,851000,-1000.000
12/21/2023 01:31:41,852000,-1000.000
12/21/2023 01:31:41,853000,-1000.000
12/21/2023 01:31:41,854000,-1000.000
12/21/2023 01:31:41,855000,-1000.000
12/21/2023 01:31:41,856000,-1000.000
12/21/2023 01:31:41,857000,-1000.000
12/21/2023 01:31:41,858000,-1000.000
12/21/2023 01:31:41,859000,-1000.000
12/21/2023 01:31:41,860000,-1000.000
12/21/2023 01:31:41,861000,-1000.000
12/21/2023 01:31:41,862000,-1000.000
12/21/2023 01:31:41,863000,-1000.000
12/21/2023 01:31:41,864000,-1000.000
12/21/2023 01:31:41,865000,-1000.000
12/21/2023 01:31:41,866000,-1000.000
12/21/2023 01:31:41,867000,-1000.000
