#BeginHeader,71
#FormatType,NR-500\NORMAL
#FormatVersion,R5.00.00
Title,
Unit Number,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
Unit,NR-500,(1)EN,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined

Acquisition Mode,Normal Mode
Time of Starting Acq.,12/21/2023 01:35:31,718000
Sampling Rate,1ms
Data amount,5000
Output option,Standard

Unit Common
Unit Group,NR-EN16 Common
Unit Sampling Rate,1ms
Function Setting,***
AD Integration Time,***
Anti-aliasing filter,***
Burnout detection,***
Digital filter,***
Additional Setting,***
Digital filter,***
Stop Prediction,***

Discrete EN unit
Unit,(1)EN
Error value,Lower Limit
Communication/Connected device error,***
Value empty,***
Over up lm,***
Under lw lm,***
Power out,24V/0.6A

Trigger Setting
Manual Trigger,OFF
External trigger input,ON
Edge Trigger,OFF
Edge Trigger target unit,None
Pre/Post Trigger,Not Used
No. of Points,0

Channel Setting,
Channel Number,,(1)EN-CH01
Waveform Name,,"LK-G5000 series"
Input,,LK-G5000 series
Unit,,""
Function,,
Hold,,***
Edge Trigger,,Not Used
Trig level,,
Hysteresis,,
Smoothing,,OFF
No. of Points,,
Scaling,,OFF
Acquired value 1,,
Acquired value 2,,
Displayed value 1,,
Displayed value 2,,
Coupling,,
SensorType,,
Low-pass filter,,
High-pass filter,,
Sensitive,,
Basic unit,,
Polarity,,
Threshold,,
Hysteresis,,
Divider,,

#EndHeader,Date/Time (µs),(1)EN-CH01
12/21/2023 01:35:35,618000,-1000.000
12/21/2023 01:35:35,619000,-1000.000
12/21/2023 01:35:35,620000,-1000.000
12/21/2023 01:35:35,621000,-1000.000
12/21/2023 01:35:35,622000,-1000.000
12/21/2023 01:35:35,623000,-1000.000
12/21/2023 01:35:35,624000,-1000.000
12/21/2023 01:35:35,625000,-1000.000
12/21/2023 01:35:35,626000,-1000.000
12/21/2023 01:35:35,627000,-1000.000
12/21/2023 01:35:35,628000,-1000.000
12/21/2023 01:35:35,629000,-1000.000
12/21/2023 01:35:35,630000,-1000.000
12/21/2023 01:35:35,631000,-1000.000
12/21/2023 01:35:35,632000,-1000.000
12/21/2023 01:35:35,633000,-1000.000
12/21/2023 01:35:35,634000,-1000.000
12/21/2023 01:35:35,635000,-1000.000
12/21/2023 01:35:35,636000,-1000.000
12/21/2023 01:35:35,637000,-1000.000
12/21/2023 01:35:35,638000,-1000.000
12/21/2023 01:35:35,639000,-1000.000
12/21/2023 01:35:35,640000,-1000.000
12/21/2023 01:35:35,641000,-1000.000
12/21/2023 01:35:35,642000,-1000.000
12/21/2023 01:35:35,643000,-1000.000
12/21/2023 01:35:35,644000,-1000.000
12/21/2023 01:35:35,645000,-1000.000
12/21/2023 01:35:35,646000,-1000.000
12/21/2023 01:35:35,647000,-1000.000
12/21/2023 01:35:35,648000,-1000.000
12/21/2023 01:35:35,649000,-1000.000
12/21/2023 01:35:35,650000,-1000.000
12/21/2023 01:35:35,651000,-1000.000
12/21/2023 01:35:35,652000,-1000.000
12/21/2023 01:35:35,653000,-1000.000
12/21/2023 01:35:35,654000,-1000.000
12/21/2023 01:35:35,655000,-1000.000
12/21/2023 01:35:35,656000,-1000.000
12/21/2023 01:35:35,657000,-1000.000
12/21/2023 01:35:35,658000,-1000.000
12/21/2023 01:35:35,659000,-1000.000
12/21/2023 01:35:35,660000,-1000.000
12/21/2023 01:35:35,661000,-1000.000
12/21/2023 01:35:35,662000,-1000.000
12/21/2023 01:35:35,663000,-1000.000
12/21/2023 01:35:35,664000,-1000.000
12/21/2023 01:35:35,665000,-1000.000
12/21/2023 01:35:35,666000,-1000.000
12/21/2023 01:35:35,667000,-1000.000
12/21/2023 01:35:35,668000,-1000.000
12/21/2023 01:35:35,669000,-1000.000
12/21/2023 01:35:35,670000,-1000.000
12/21/2023 01:35:35,671000,-1000.000
12/21/2023 01:35:35,672000,-1000.000
12/21/2023 01:35:35,673000,-1000.000
12/21/2023 01:35:35,674000,-1000.000
12/21/2023 01:35:35,675000,-1000.000
12/21/2023 01:35:35,676000,-1000.000
12/21/2023 01:35:35,677000,-1000.000
12/21/2023 01:35:35,678000,-1000.000
12/21/2023 01:35:35,679000,-1000.000
12/21/2023 01:35:35,680000,-1000.000
12/21/2023 01:35:35,681000,-1000.000
12/21/2023 01:35:35,682000,-1000.000
12/21/2023 01:35:35,683000,-1000.000
12/21/2023 01:35:35,684000,-1000.000
12/21/2023 01:35:35,685000,-1000.000
12/21/2023 01:35:35,686000,-1000.000
12/21/2023 01:35:35,687000,-1000.000
12/21/2023 01:35:35,688000,-1000.000
12/21/2023 01:35:35,689000,-1000.000
12/21/2023 01:35:35,690000,-1000.000
12/21/2023 01:35:35,691000,-1000.000
12/21/2023 01:35:35,692000,-1000.000
12/21/2023 01:35:35,693000,-1000.000
12/21/2023 01:35:35,694000,-1000.000
12/21/2023 01:35:35,695000,-1000.000
12/21/2023 01:35:35,696000,-1000.000
12/21/2023 01:35:35,697000,-1000.000
12/21/2023 01:35:35,698000,-1000.000
12/21/2023 01:35:35,699000,-1000.000
12/21/2023 01:35:35,700000,-1000.000
12/21/2023 01:35:35,701000,-1000.000
12/21/2023 01:35:35,702000,-1000.000
12/21/2023 01:35:35,703000,-1000.000
12/21/2023 01:35:35,704000,-1000.000
12/21/2023 01:35:35,705000,-1000.000
12/21/2023 01:35:35,706000,-1000.000
12/21/2023 01:35:35,707000,-1000.000
12/21/2023 01:35:35,708000,-1000.000
12/21/2023 01:35:35,709000,-1000.000
12/21/2023 01:35:35,710000,-1000.000
12/21/2023 01:35:35,711000,-1000.000
12/21/2023 01:35:35,712000,-1000.000
12/21/2023 01:35:35,713000,-1000.000
12/21/2023 01:35:35,714000,-1000.000
12/21/2023 01:35:35,715000,-1000.000
12/21/2023 01:35:35,716000,-1000.000
12/21/2023 01:35:35,717000,-1000.000
12/21/2023 01:35:35,718000,-1000.000
12/21/2023 01:35:35,719000,-1000.000
12/21/2023 01:35:35,720000,-1000.000
12/21/2023 01:35:35,721000,-1000.000
12/21/2023 01:35:35,722000,-1000.000
12/21/2023 01:35:35,723000,-1000.000
12/21/2023 01:35:35,724000,-1000.000
12/21/2023 01:35:35,725000,-1000.000
12/21/2023 01:35:35,726000,-1000.000
12/21/2023 01:35:35,727000,-1000.000
12/21/2023 01:35:35,728000,-1000.000
12/21/2023 01:35:35,729000,-1000.000
12/21/2023 01:35:35,730000,-1000.000
12/21/2023 01:35:35,731000,-1000.000
12/21/2023 01:35:35,732000,-1000.000
12/21/2023 01:35:35,733000,-1000.000
12/21/2023 01:35:35,734000,-1000.000
12/21/2023 01:35:35,735000,-1000.000
12/21/2023 01:35:35,736000,-1000.000
12/21/2023 01:35:35,737000,-1000.000
12/21/2023 01:35:35,738000,-1000.000
12/21/2023 01:35:35,739000,-1000.000
12/21/2023 01:35:35,740000,-1000.000
12/21/2023 01:35:35,741000,-1000.000
12/21/2023 01:35:35,742000,-1000.000
12/21/2023 01:35:35,743000,-1000.000
12/21/2023 01:35:35,744000,-1000.000
12/21/2023 01:35:35,745000,-1000.000
12/21/2023 01:35:35,746000,-1000.000
12/21/2023 01:35:35,747000,-1000.000
12/21/2023 01:35:35,748000,-1000.000
12/21/2023 01:35:35,749000,-1000.000
12/21/2023 01:35:35,750000,-1000.000
12/21/2023 01:35:35,751000,-1000.000
12/21/2023 01:35:35,752000,-1000.000
12/21/2023 01:35:35,753000,-1000.000
12/21/2023 01:35:35,754000,-1000.000
12/21/2023 01:35:35,755000,-1000.000
12/21/2023 01:35:35,756000,-1000.000
12/21/2023 01:35:35,757000,-1000.000
12/21/2023 01:35:35,758000,-1000.000
12/21/2023 01:35:35,759000,-1000.000
12/21/2023 01:35:35,760000,-1000.000
12/21/2023 01:35:35,761000,-1000.000
12/21/2023 01:35:35,762000,-1000.000
12/21/2023 01:35:35,763000,-1000.000
12/21/2023 01:35:35,764000,-1000.000
12/21/2023 01:35:35,765000,-1000.000
12/21/2023 01:35:35,766000,-1000.000
12/21/2023 01:35:35,767000,-1000.000
12/21/2023 01:35:35,768000,-1000.000
12/21/2023 01:35:35,769000,-1000.000
12/21/2023 01:35:35,770000,-1000.000
12/21/2023 01:35:35,771000,-1000.000
12/21/2023 01:35:35,772000,-1000.000
12/21/2023 01:35:35,773000,-1000.000
12/21/2023 01:35:35,774000,-1000.000
12/21/2023 01:35:35,775000,-1000.000
12/21/2023 01:35:35,776000,-1000.000
12/21/2023 01:35:35,777000,-1000.000
12/21/2023 01:35:35,778000,-1000.000
12/21/2023 01:35:35,779000,-1000.000
12/21/2023 01:35:35,780000,-1000.000
12/21/2023 01:35:35,781000,-1000.000
12/21/2023 01:35:35,782000,-1000.000
12/21/2023 01:35:35,783000,-1000.000
12/21/2023 01:35:35,784000,-1000.000
12/21/2023 01:35:35,785000,-1000.000
12/21/2023 01:35:35,786000,-1000.000
12/21/2023 01:35:35,787000,-1000.000
12/21/2023 01:35:35,788000,-1000.000
12/21/2023 01:35:35,789000,-1000.000
12/21/2023 01:35:35,790000,-1000.000
12/21/2023 01:35:35,791000,-1000.000
12/21/2023 01:35:35,792000,-1000.000
12/21/2023 01:35:35,793000,-1000.000
12/21/2023 01:35:35,794000,-1000.000
12/21/2023 01:35:35,795000,-1000.000
12/21/2023 01:35:35,796000,-1000.000
12/21/2023 01:35:35,797000,-1000.000
12/21/2023 01:35:35,798000,-1000.000
12/21/2023 01:35:35,799000,-1000.000
12/21/2023 01:35:35,800000,-1000.000
12/21/2023 01:35:35,801000,-1000.000
12/21/2023 01:35:35,802000,-1000.000
12/21/2023 01:35:35,803000,-1000.000
12/21/2023 01:35:35,804000,-1000.000
12/21/2023 01:35:35,805000,-1000.000
12/21/2023 01:35:35,806000,-1000.000
12/21/2023 01:35:35,807000,-1000.000
12/21/2023 01:35:35,808000,-1000.000
12/21/2023 01:35:35,809000,-1000.000
12/21/2023 01:35:35,810000,-1000.000
12/21/2023 01:35:35,811000,-1000.000
12/21/2023 01:35:35,812000,-1000.000
12/21/2023 01:35:35,813000,-1000.000
12/21/2023 01:35:35,814000,-1000.000
12/21/2023 01:35:35,815000,-1000.000
12/21/2023 01:35:35,816000,-1000.000
12/21/2023 01:35:35,817000,-1000.000
12/21/2023 01:35:35,818000,-1000.000
12/21/2023 01:35:35,819000,-1000.000
12/21/2023 01:35:35,820000,-1000.000
12/21/2023 01:35:35,821000,-1000.000
